date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:34:45	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:46%20GMT	http://kitchen-sale.xyz/api_services/	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/api_services/index.html	(from https://kitchen-sale.xyz/)
23:34:46	55/55	---M-Z	200	added ('OK')	application/json	date:Thu,%2023%20Jan%202025%2018:04:46%20GMT	https://kitchen-sale.xyz/api_services/manage.php	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/api_services/manage.json	(from https://kitchen-sale.xyz/)
23:34:46	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:46%20GMT	http://kitchen-sale.xyz/admin_panel/	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/admin_panel/index.html	(from https://kitchen-sale.xyz/)
23:34:46	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:46%20GMT	http://kitchen-sale.xyz/assets/images/theme/bars.svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/theme/bars.9.delayed	(from https://kitchen-sale.xyz/)
23:34:46	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-678b4959-6bbf89ef32b910ab;;;%22	https://kitchen-sale.xyz/assets/images/theme/bars.svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/theme/bars.svg	(from https://kitchen-sale.xyz/)
23:34:46	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:47%20GMT	http://kitchen-sale.xyz/img/Q18Ifxk.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/Q18Ifxk.png	(from https://kitchen-sale.xyz/)
23:34:47	7091/7091	---M--	200	added ('OK')	image/png	etag:%221bb3-678b4937-2a4dd0fbcd4411a7;;;%22	https://kitchen-sale.xyz/img/Q18Ifxk.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/Q18Ifxk.png	(from https://kitchen-sale.xyz/)
23:34:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/external452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/external452e452e452e452e452e.html	(from https://kitchen-sale.xyz/)
23:34:48	2692/2692	---M-Z	200	added ('OK')	image/jpeg	etag:54661ccd5e289a1a9a0c3e9a6f929256	https://rukminim1.flixcart.com/flap/151/143/image/033f3268031fa0ba.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/033f3268031fa0ba0e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:48	3285/3285	---M-Z	200	added ('OK')	image/jpeg	etag:d3606b7ec6bfeaaa2ce33311c3c4c5bc	https://rukminim1.flixcart.com/flap/151/143/image/0f3d008be60995d4.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/0f3d008be60995d40e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:48	2753/2753	---M-Z	200	added ('OK')	image/jpeg	etag:5eb17fffe447ea96859d2810b5ded02f	https://rukminim1.flixcart.com/flap/151/143/image/42f9a853f9181279.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/42f9a853f91812790e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:49	4583/4583	---M-Z	200	added ('OK')	image/jpeg	etag:ce8875473348bbf76e3e0e57c2baf23f	https://rukminim1.flixcart.com/flap/151/143/image/cbcb478744635781.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/cbcb4787446357810e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:49	3847/3847	---M-Z	200	added ('OK')	image/jpeg	etag:186777356b9fb7a316daa062cde4bc15	https://rukminim1.flixcart.com/flap/151/143/image/913e96c334d04395.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/913e96c334d043950e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:49	3552/3552	---M-Z	200	added ('OK')	image/jpeg	etag:787043f40aac4f53ffe70696498bb631	https://rukminim1.flixcart.com/flap/151/143/image/1faac897db7fa1e8.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/1faac897db7fa1e80e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:50	21456/21456	---M--	200	added ('OK')	image/png	etag:8fc8162662330c6bdaab0beb91f1bdab	https://rukminim1.flixcart.com/flap/151/143/image/4be8a679014497f0.png?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/4be8a679014497f00e0e.png	(from https://kitchen-sale.xyz/)
23:34:50	4525/4525	---M-Z	200	added ('OK')	image/jpeg	etag:f2fb691664f13f52dbb35650a346d7ec	https://rukminim1.flixcart.com/flap/151/143/image/6ecb75e51b607880.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/6ecb75e51b6078800e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:50	4373/4373	---M-Z	200	added ('OK')	image/jpeg	etag:ccb8ce8e221324b66699e2bcb80c8f64	https://rukminim1.flixcart.com/flap/151/143/image/3e6d75f631ab6055.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/3e6d75f631ab60550e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:50	4046/4046	---M-Z	200	added ('OK')	image/jpeg	etag:ccf87d4d024c7875f91ade0b7877dc6c	https://rukminim1.flixcart.com/flap/151/143/image/89d809684711712a.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/89d809684711712a0e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:51	3776/3776	---M-Z	200	added ('OK')	image/jpeg	etag:9033cce9f080468be9bfcaefcae390e3	https://rukminim1.flixcart.com/fk-p-flap/151/143/image/4b0a064d53b4ff28.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/fk-p-flap/151/143/image/4b0a064d53b4ff280e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:51	3050/3050	---M-Z	200	added ('OK')	image/jpeg	etag:e470dcb7d9601e30f8e42e6d285592ee	https://rukminim1.flixcart.com/fk-p-flap/151/143/image/418dfd603e730185.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/fk-p-flap/151/143/image/418dfd603e7301850e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:51	5392/5392	---M-Z	200	added ('OK')	image/jpeg	etag:253818f3d34a06d8caa963038d150872	https://rukminim1.flixcart.com/flap/151/143/image/356d37e9512c7fcb.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/356d37e9512c7fcb0e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:52	3047/3047	---M-Z	200	added ('OK')	image/jpeg	etag:05fe003a49c4da154ba74d2b70f0b823	https://rukminim1.flixcart.com/flap/151/143/image/aeb7da37a9e85209.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/flap/151/143/image/aeb7da37a9e852090e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:52	3381/3381	---M-Z	200	added ('OK')	image/jpeg	etag:005369e54e42300038c5ac316bac1739	https://rukminim1.flixcart.com/fk-p-flap/151/143/image/824aa3a83b4057eb.jpg?q=60	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim1.flixcart.com/fk-p-flap/151/143/image/824aa3a83b4057eb0e0e.jpg	(from https://kitchen-sale.xyz/)
23:34:53	41812/41812	---M--	200	added ('OK')	image/webp	etag:%22a354-678f1fb0-9dc814577067a291;;;%22	https://kitchen-sale.xyz/assets/images/photo.webp	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/photo.webp	(from https://kitchen-sale.xyz/)
23:34:53	121041/121041	---M--	200	added ('OK')	image/jpeg	etag:%221d8d1-678b4959-c8e49215afe80a85;;;%22	https://kitchen-sale.xyz/assets/images/Flipkart-Independence-Day-Sale.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/Flipkart-Independence-Day-Sale.jpg	(from https://kitchen-sale.xyz/)
23:34:53	191172/191172	---M--	200	added ('OK')	image/jpeg	etag:%222eac4-678b4959-6c637aa5ac6f5257;;;%22	https://kitchen-sale.xyz/assets/images/banner04.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/banner04.jpg	(from https://kitchen-sale.xyz/)
23:34:54	135538/135538	---M--	200	added ('OK')	image/webp	etag:%2221172-678b4959-9a4a1b28da9e543c;;;%22	https://kitchen-sale.xyz/assets/images/flipkart-upcoming-sale-3.webp	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/flipkart-upcoming-sale-3.webp	(from https://kitchen-sale.xyz/)
23:34:54	86213/86213	---M--	200	added ('OK')	image/jpeg	etag:%22150c5-678b4959-25347b16c2bb3b0e;;;%22	https://kitchen-sale.xyz/assets/images/WhatsApp%20Image%202024-12-16%20at%2011.40.36%20AM.jpeg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/WhatsApp%20Image%202024-12-16%20at%2011.40.36%20AM.jpg	(from https://kitchen-sale.xyz/)
23:34:56	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:55%20GMT	http://kitchen-sale.xyz/assets/images/theme/clock.svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/theme/clock.22.delayed	(from https://kitchen-sale.xyz/)
23:34:56	833/833	---M-Z	200	added ('OK')	image/svg+xml	etag:%22341-678b4959-3498fc5dfbc2f466;gz%22	https://kitchen-sale.xyz/assets/images/theme/clock.svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/theme/clock.svg	(from https://kitchen-sale.xyz/)
23:34:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/files/1.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/files/1.jpg	(from https://kitchen-sale.xyz/)
23:34:57	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:57%20GMT	http://kitchen-sale.xyz/img/SwOvZ3r.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/SwOvZ3r.png	(from https://kitchen-sale.xyz/)
23:34:57	3926/3926	---M--	200	added ('OK')	image/png	etag:%22f56-678b4937-1bb231213f8353e6;;;%22	https://kitchen-sale.xyz/img/SwOvZ3r.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/SwOvZ3r.png	(from https://kitchen-sale.xyz/)
23:34:59	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:58%20GMT	http://kitchen-sale.xyz/assets/js/jquery.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/jquery.min.js	(from https://kitchen-sale.xyz/)
23:34:59	58514/58514	---M-Z	200	added ('OK')	image/jpeg	etag:a4fc6fbe533e1f05a855016a43fa6d8b	https://rukminim2.flixcart.com/fk-p-flap/812/316/image/26e555f695916ded.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/rukminim2.flixcart.com/fk-p-flap/812/316/image/26e555f695916ded.jpg	(from https://kitchen-sale.xyz/)
23:34:59	89476/89476	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d84-678b4959-5e3e2ec99d037589;gz%22	https://kitchen-sale.xyz/assets/js/jquery.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/jquery.min.js	(from https://kitchen-sale.xyz/)
23:35:00	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:04:59%20GMT	http://kitchen-sale.xyz/assets/js/bootstrap.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/bootstrap.min.js	(from https://kitchen-sale.xyz/)
23:35:00	60044/60044	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ea8c-678b4959-28c84baef3286cf7;gz%22	https://kitchen-sale.xyz/assets/js/bootstrap.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/bootstrap.min.js	(from https://kitchen-sale.xyz/)
23:35:01	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:01%20GMT	http://kitchen-sale.xyz/assets/js/relativeTime.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/relativeTime.js	(from https://kitchen-sale.xyz/)
23:35:01	1772/1772	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ec-678b4959-dfcf3b054279ec25;gz%22	https://kitchen-sale.xyz/assets/js/relativeTime.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/relativeTime.js	(from https://kitchen-sale.xyz/)
23:35:01	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:01%20GMT	http://kitchen-sale.xyz/assets/js/days.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/days.min.js	(from https://kitchen-sale.xyz/)
23:35:01	8182/8182	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ff6-678b4959-e40bb3e5d6b5f86;gz%22	https://kitchen-sale.xyz/assets/js/days.min.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/days.min.js	(from https://kitchen-sale.xyz/)
23:35:01	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:02%20GMT	http://kitchen-sale.xyz/assets/js/custom.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/custom.js	(from https://kitchen-sale.xyz/)
23:35:02	4846/4846	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212ee-678b4959-8bd3dd81db40b7da;gz%22	https://kitchen-sale.xyz/assets/js/custom.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/custom.js	(from https://kitchen-sale.xyz/)
23:35:02	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:02%20GMT	http://kitchen-sale.xyz/assets/js/manage_index.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/manage_index.js	(from https://kitchen-sale.xyz/)
23:35:02	4153/4153	---M-Z	200	added ('OK')	application/x-javascript	etag:%221039-678b4959-33d9867a3c790449;gz%22	https://kitchen-sale.xyz/assets/js/manage_index.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/manage_index.js	(from https://kitchen-sale.xyz/)
23:35:03	12235/12235	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Jan%202025%2018:05:03%20GMT	https://kitchen-sale.xyz/product-details/external452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/product-details/external452e452e452e452e452e.html	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:03	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:03%20GMT	http://kitchen-sale.xyz/img/back.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/back.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:05	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:04%20GMT	http://kitchen-sale.xyz/files/12.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/files/12.jpg	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:05	364924/364924	---M--	200	added ('OK')	image/png	etag:%225917c-678b4937-f35149661d1eca17;;;%22	https://kitchen-sale.xyz/img/back.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/back.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/files/12.jpg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/files/12.38.delayed	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:06	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:06%20GMT	http://kitchen-sale.xyz/assets/images/plue-fassured.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/plue-fassured.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:06	8376/8376	---M--	200	added ('OK')	image/png	etag:%2220b8-678b4959-8adc6590fd6ba87b;;;%22	https://kitchen-sale.xyz/assets/images/plue-fassured.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/plue-fassured.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:07	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:07%20GMT	http://kitchen-sale.xyz/assets/images/pay-latter.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/pay-latter.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:08	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:07%20GMT	http://kitchen-sale.xyz/assets/images/replacement.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/replacement.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:08	308933/308933	---M--	200	added ('OK')	image/png	etag:%224b6c5-678b4959-4bdfeb43a3043901;;;%22	https://kitchen-sale.xyz/assets/images/pay-latter.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/pay-latter.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:09	4329/4329	---M--	200	added ('OK')	image/png	etag:%2210e9-678b4959-261fed5feab3ec93;;;%22	https://kitchen-sale.xyz/assets/images/replacement.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/replacement.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:10	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:09%20GMT	http://kitchen-sale.xyz/assets/images/non-cod.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/non-cod.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:10	2063/2063	---M--	200	added ('OK')	image/png	etag:%2280f-678b4959-df02dec8e5460135;;;%22	https://kitchen-sale.xyz/assets/images/non-cod.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/non-cod.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:11	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jan%202025%2018:05:11%20GMT	http://kitchen-sale.xyz/assets/js/manage_product.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/manage_product.js	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:11	190127/190127	---M--	200	added ('OK')	image/png	etag:%222e6af-678b4959-a172888c97fe1b4c;;;%22	https://kitchen-sale.xyz/assets/images/nnnpp.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/nnnpp.png	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:11	7657/7657	---M-Z	200	added ('OK')	application/x-javascript	etag:%221de9-678b4959-b5b15654a6c33e82;gz%22	https://kitchen-sale.xyz/assets/js/manage_product.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/js/manage_product.js	(from https://kitchen-sale.xyz/product-details/d9d4f495e875a2e075a1a4a6e1b9770f)
23:35:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/a	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/a	(from https://connect.facebook.net/en_US/fbevents.js)
23:35:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/POST	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/POST	(from https://connect.facebook.net/en_US/fbevents.js)
23:35:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/b.resolvedLink	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
23:35:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/signals/iwl.js	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
23:35:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-b6f3496ee324e6dd;gz%22	https://kitchen-sale.xyz/schema.org/	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:35:13	532/532	---M-Z	200	added ('OK')	image/svg+xml	etag:%22214-678b4959-4c3416fb70e2e5b1;gz%22	https://kitchen-sale.xyz/assets/images/theme/search.svg	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/assets/images/theme/search.svg	(from https://kitchen-sale.xyz/assets/css/custom.css)
23:35:13	835/835	---M--	200	added ('OK')	image/png	etag:%22343-678b4937-7ddd301a8809ed46;;;%22	https://kitchen-sale.xyz/img/share.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/share.png	(from https://kitchen-sale.xyz/assets/css/custom.css)
23:35:13	2484/2484	---M--	200	added ('OK')	image/png	etag:%229b4-678b4937-f4d1a06133d78ffb;;;%22	https://kitchen-sale.xyz/img/love.png	C:/Users/manish/OneDrive/Desktop/ankit/flipkart/kitchen-sale.xyz/img/love.png	(from https://kitchen-sale.xyz/assets/css/custom.css)
